Date,  USD/RMB Exchange Rate,  DXY Index,  CFETS Index
12/3/2014,6.15,99.654,124.1146
12/4/2014,6.1546,99.2401,124.0197
12/5/2014,6.1502,100.0969,124.1339
12/10/2014,6.1768,99.4672,123.6472
12/11/2014,6.1886,99.8034,123.0318
12/12/2014,6.1869,99.3779,123.5085
12/15/2014,6.1912,99.6817,123.5685
12/17/2014,6.1975,99.9121,124.0206
12/18/2014,6.2163,100.3538,123.6116
12/19/2014,6.2202,100.7653,124.029
12/22/2014,6.2216,100.7832,123.5219
12/23/2014,6.226,101.1617,123.4824
12/24/2014,6.2163,101.071,123.7204
12/25/2014,6.1976,99.2653,123.7084
12/26/2014,6.2129,99.2653,123.59
12/29/2014,6.2218,101.1495,123.6045
12/30/2014,6.202,100.8703,123.8791
12/31/2014,6.204,101.2064,123.8728
1/5/2015,6.22,102.6059,124.9724
1/6/2015,6.213,102.4574,124.9937
1/7/2015,6.2125,103.2686,125.2339
1/8/2015,6.2145,103.1442,126.1869
1/9/2015,6.2086,103.0439,126.2209
1/12/2015,6.2036,103.1772,126.2272
1/13/2015,6.1983,103.404,126.4103
1/14/2015,6.1957,103.1161,126.376
1/15/2015,6.1881,103.142,126.7023
1/16/2015,6.2066,103.3726,126.5042
1/19/2015,6.2203,101.54,126.5724
1/20/2015,6.2142,103.7401,126.8365
1/21/2015,6.2115,104.2691,127.0041
1/22/2015,6.2095,104.9466,127.1163
1/23/2015,6.2288,105.6305,127.4407
1/26/2015,6.2542,105.7647,127.4965
1/27/2015,6.2435,105.3087,127.7084
1/28/2015,6.248,105.5695,127.3242
1/29/2015,6.2469,106.5137,127.8135
1/30/2015,6.251,106.6533,127.6532
2/2/2015,6.2597,106.1458,127.6357
2/3/2015,6.2581,105.3507,127.5961
2/4/2015,6.2477,105.686,127.2146
2/5/2015,6.2521,105.2207,127.404
2/6/2015,6.2447,106.08,126.9799
2/9/2015,6.2472,105.9251,127.4102
2/10/2015,6.2416,106.1767,127.5754
2/11/2015,6.2427,106.6835,127.8693
2/12/2015,6.2454,105.5528,127.9252
2/13/2015,6.2405,105.5187,127.3302
2/16/2015,6.2485,103.6419,127.1398
2/17/2015,6.2551,103.6315,127.2582
2/25/2015,6.2598,105.5784,127.0242
2/26/2015,6.2589,106.4746,126.5126
2/27/2015,6.2696,106.5802,127.024
3/2/2015,6.273,106.8022,127.1455
3/3/2015,6.2743,106.4142,127.1432
3/4/2015,6.2709,107.0818,127.2275
3/5/2015,6.2662,105.6732,127.7057
3/6/2015,6.2629,108.7983,127.9511
3/9/2015,6.2644,108.802,128.5395
3/10/2015,6.262,109.5453,129.0461
3/11/2015,6.2623,110.6105,129.4448
3/12/2015,6.2624,110.206,129.4846
3/13/2015,6.2595,111.0063,129.6929
3/16/2015,6.2624,110.6801,129.9401
3/17/2015,6.2499,110.6272,130.1284
3/18/2015,6.2294,110.4347,130.5928
3/19/2015,6.1961,110.4024,130.7003
3/20/2015,6.2062,108.977,130.4688
3/23/2015,6.216,108.0819,129.6582
3/24/2015,6.2053,108.164,129.0012
3/25/2015,6.2125,107.7748,128.8095
3/26/2015,6.2124,107.9738,128.2513
3/27/2015,6.2167,108.363,129.1558
3/30/2015,6.2077,109.1934,129.3783
3/31/2015,6.1996,109.4402,130.1352
4/1/2015,6.198,109.127,130.633
4/2/2015,6.197,108.6261,130.2007
4/3/2015,6.195,107.654,130.0555
4/7/2015,6.1983,108.5398,129.8788
4/8/2015,6.2032,108.5743,129.6325
4/9/2015,6.206,109.5995,130.0456
4/10/2015,6.208,110.0508,130.0189
4/13/2015,6.2167,110.1537,130.2712
4/14/2015,6.2118,109.1724,130.3368
4/15/2015,6.2052,109.2472,130.0826
4/16/2015,6.1967,107.9404,129.7936
4/17/2015,6.1978,107.795,129.051
4/20/2015,6.2015,107.8895,129.1452
4/21/2015,6.2016,108.0635,130.0306
4/22/2015,6.195,108.1739,129.7581
4/23/2015,6.198,107.5166,129.6974
4/24/2015,6.195,107.0775,128.7782
4/27/2015,6.2206,106.8125,128.6657
4/28/2015,6.2057,106.0934,128.7155
4/29/2015,6.1997,104.9549,128.2222
4/30/2015,6.2028,105.7635,127.3674
5/4/2015,6.209,105.9943,127.937
5/5/2015,6.2062,105.5267,128.2702
5/6/2015,6.2007,104.6322,127.5188
5/7/2015,6.2069,105.3027,127.0969
5/8/2015,6.2094,105.1796,127.4545
5/11/2015,6.2096,105.5671,127.6932
5/12/2015,6.2092,104.74,127.3543
5/13/2015,6.2044,103.9351,127.2377
5/14/2015,6.2012,104.062,126.6146
5/15/2015,6.2061,103.9365,126.6694
5/18/2015,6.2043,104.717,126.7846
5/19/2015,6.2066,105.9246,127.4019
5/20/2015,6.2038,106.2816,127.9941
5/21/2015,6.1968,105.9227,127.9092
5/22/2015,6.1976,106.7461,127.8649
5/25/2015,6.202,104.858,128.6424
5/26/2015,6.204,108.0253,129.0762
5/27/2015,6.2014,108.2722,129.2441
5/28/2015,6.2012,108.2325,129.6204
5/29/2015,6.1985,107.8572,129.6374
6/1/2015,6.1995,108.5802,129.8046
6/2/2015,6.1984,107.1617,129.8004
6/3/2015,6.1976,106.5491,129.0615
6/4/2015,6.201,106.7979,128.7307
6/5/2015,6.2034,107.7057,129.1284
6/8/2015,6.2056,106.9774,129.6429
6/9/2015,6.2057,106.2691,129.113
6/10/2015,6.2061,105.7583,128.446
6/11/2015,6.2065,106.3033,128.7687
6/12/2015,6.2081,105.9412,128.9382
6/15/2015,6.209,106.0935,128.8112
6/16/2015,6.2084,106.1548,128.5338
6/17/2015,6.2096,106.1295,128.5586
6/18/2015,6.2075,104.9065,127.7911
6/19/2015,6.2095,105.335,128.2191
6/24/2015,6.2071,106.6979,128.7075
6/25/2015,6.2094,106.3471,128.8168
6/26/2015,6.209,106.5802,128.7746
6/29/2015,6.2087,106.3085,129.2007
6/30/2015,6.201,106.6463,129.0414
7/1/2015,6.2011,107.3891,129.6457
7/2/2015,6.2049,107.4191,130.0286
7/3/2015,6.2057,105.52,129.8429
7/6/2015,6.2092,107.5821,129.9228
7/7/2015,6.21,108.5102,130.431
7/8/2015,6.2094,107.8753,130.2557
7/9/2015,6.2088,108.1458,130.1394
7/10/2015,6.2092,107.676,129.9806
7/13/2015,6.2084,108.3903,130.2201
7/14/2015,6.2089,108.2885,130.4332
7/15/2015,6.2092,109.0365,130.3825
7/16/2015,6.2095,109.3284,130.8336
7/17/2015,6.2095,109.7069,130.8687
7/20/2015,6.2097,109.7237,131.1447
7/21/2015,6.2096,109.3146,131.1877
7/22/2015,6.2095,109.6498,130.7912
7/23/2015,6.2095,109.3355,130.7039
7/24/2015,6.2095,109.4717,131.0427
7/27/2015,6.2095,108.6822,130.6584
7/28/2015,6.2094,108.7524,130.8756
7/29/2015,6.2091,108.8046,130.7929
7/30/2015,6.2096,109.692,131.109
7/31/2015,6.2097,109.1606,131.3709
8/3/2015,6.2097,109.7224,131.2732
8/4/2015,6.2096,109.6728,131.4111
8/5/2015,6.2096,110.3266,131.8226
8/6/2015,6.2097,110.092,131.9905
8/7/2015,6.2097,109.8771,131.7506
8/10/2015,6.2097,109.5499,131.7265
8/11/2015,6.3231,109.6742,129.3514
8/12/2015,6.387,108.3508,127.4946
8/13/2015,6.399,108.9191,127.3774
8/14/2015,6.3918,109.0173,127.5647
8/17/2015,6.3947,109.1902,127.7173
8/18/2015,6.3938,109.3249,127.7165
8/19/2015,6.3955,109.3724,127.7123
8/20/2015,6.389,108.4716,127.8449
8/21/2015,6.3887,107.8149,127.2966
8/24/2015,6.4044,106.7095,126.4277
8/25/2015,6.4124,107.8017,125.9874
8/26/2015,6.4105,107.9884,126.2176
8/27/2015,6.4053,108.6067,126.9737
8/28/2015,6.3885,109.1362,127.1433
8/31/2015,6.3763,108.9898,127.7826
9/1/2015,6.3645,108.4947,127.5996
9/2/2015,6.3559,108.9493,127.8967
9/7/2015,6.3659,107.4416,128.2854
9/8/2015,6.3672,108.8512,128.2736
9/9/2015,6.3778,109.1302,127.9287
9/10/2015,6.3772,108.6114,127.9733
9/11/2015,6.375,108.4732,127.6461
9/14/2015,6.3679,108.4258,127.4937
9/15/2015,6.37,108.7547,127.3509
9/16/2015,6.3709,108.2337,127.4803
9/17/2015,6.366,108.2767,127.3323
9/18/2015,6.3643,107.7481,126.8624
9/21/2015,6.3691,108.7865,127.3675
9/22/2015,6.376,109.2307,127.6674
9/23/2015,6.3839,109.3872,127.9165
9/24/2015,6.3828,109.0218,127.8668
9/25/2015,6.3744,109.4008,128.1465
9/28/2015,6.369,109.1899,128.0183
9/29/2015,6.3636,109.2777,128.0116
9/30/2015,6.3571,109.6236,128.4067
10/8/2015,6.3537,107.9648,125.6904
10/9/2015,6.3453,107.4568,125.5956
10/12/2015,6.323,105.5411,125.7674
10/13/2015,6.3429,107.4833,125.5345
10/14/2015,6.3477,107.0263,125.449
10/15/2015,6.346,106.735,124.9446
10/16/2015,6.3529,107.2482,125.1103
10/19/2015,6.3601,107.5463,125.0041
10/20/2015,6.3488,107.3645,125.3769
10/21/2015,6.3482,107.8091,125.5252
10/22/2015,6.3574,108.7015,125.5178
10/23/2015,6.35,109.5378,126.0682
10/26/2015,6.3529,109.2649,126.52
10/27/2015,6.3532,109.5208,126.5354
10/28/2015,6.3592,109.3052,126.7037
10/29/2015,6.3567,109.9139,127.0999
10/30/2015,6.3175,109.1712,127.588
11/2/2015,6.3379,109.2666,127.0729
11/3/2015,6.3366,109.7084,127.0503
11/4/2015,6.336,110.2577,127.3114
11/5/2015,6.3466,110.3791,127.438
11/6/2015,6.353,111.6302,127.4063
11/9/2015,6.3622,111.3754,128.0382
11/10/2015,6.3618,111.7341,128.0412
11/11/2015,6.3665,109.7484,127.8716
11/12/2015,6.3692,111.324,127.8146
11/13/2015,6.374,111.6185,127.797
11/16/2015,6.3724,111.7546,127.9366
11/17/2015,6.3786,112.06,128.1016
11/18/2015,6.3849,112.1475,127.8114
11/19/2015,6.384,111.2175,127.7442
11/20/2015,6.385,111.86,127.6332
11/23/2015,6.3896,112.2696,127.8491
11/24/2015,6.3895,111.8864,127.7076
11/25/2015,6.3892,112.0239,127.5324
11/26/2015,6.3896,110.0318,127.6743
11/27/2015,6.3952,112.4003,127.5773
11/30/2015,6.3981,112.4758,127.7287
12/1/2015,6.3986,112.2377,127.604
12/2/2015,6.3988,112.5844,127.5003
12/3/2015,6.3972,111.0036,127.8278
12/4/2015,6.402,110.974,126.6984
12/7/2015,6.4082,111.5989,126.8861
12/8/2015,6.4172,111.6661,126.7409
12/9/2015,6.428,110.9273,126.3837
12/10/2015,6.4378,110.992,125.79
12/11/2015,6.4553,110.9279,125.6261
12/14/2015,6.4591,110.9258,125.5726
12/15/2015,6.461,111.656,125.3018
12/16/2015,6.4733,111.7338,125.582
12/17/2015,6.4837,112.9915,125.7098
12/18/2015,6.4815,112.3107,125.9519
12/21/2015,6.4808,112.2584,125.705
12/22/2015,6.4788,111.9013,125.4984
12/23/2015,6.4778,112.149,125.4987
12/24/2015,6.4768,111.5972,125.1732
12/25/2015,6.4763,109.6017,125.0836
12/28/2015,6.488,111.6452,125.027
12/29/2015,6.4852,111.905,125.0211
12/30/2015,6.4902,111.9812,125.1516
12/31/2015,6.4936,112.1925,125.1043
1/4/2016,6.5172,112.7218,125.7601
1/5/2016,6.5199,113.0372,126.1503
1/6/2016,6.5575,113.1843,126.0643
1/7/2016,6.5939,112.6817,125.3176
1/8/2016,6.5888,112.7967,125.1408
1/11/2016,6.5822,112.8841,125.4826
1/12/2016,6.575,113.4561,125.694
1/13/2016,6.575,113.3409,125.9003
1/14/2016,6.5887,113.5838,125.5795
1/15/2016,6.5873,113.477,125.694
1/18/2016,6.5793,111.4281,126.0374
1/19/2016,6.5782,113.8812,125.9967
1/20/2016,6.5796,113.9276,125.7354
1/21/2016,6.5793,113.5573,126.2677
1/22/2016,6.5794,111.4054,126.1266
1/25/2016,6.5794,111.6396,125.943
1/26/2016,6.5797,111.0906,126.1996
1/27/2016,6.578,113.0649,125.9153
1/28/2016,6.5755,112.6671,125.8394
1/29/2016,6.5789,113.6576,125.7715
2/1/2016,6.5792,113.093,126.262
2/2/2016,6.5797,112.9708,126.2282
2/3/2016,6.5793,111.4087,126.4257
2/4/2016,6.5777,110.2931,125.4006
2/5/2016,6.5695,111.0956,125.4104
2/15/2016,6.4944,108.0059,126.413
2/16/2016,6.5136,110.7413,126.339
2/17/2016,6.5259,110.3499,126.4343
2/18/2016,6.5176,110.5451,126.4952
2/19/2016,6.5204,110.4088,126.5241
2/22/2016,6.5195,110.8281,126.715
2/23/2016,6.5264,111.0288,126.7335
2/24/2016,6.5326,110.918,126.9986
2/25/2016,6.534,110.6386,127.1088
2/26/2016,6.5372,111.2273,126.9134
2/29/2016,6.5472,111.2428,127.1597
3/1/2016,6.5472,111.1849,127.1313
3/2/2016,6.5515,111.1726,127.1257
3/3/2016,6.5428,110.4241,127.0707
3/4/2016,6.5218,109.9795,127.0837
3/7/2016,6.515,109.8576,126.94
3/8/2016,6.5055,109.8557,126.7524
3/9/2016,6.515,109.5401,126.7203
3/10/2016,6.5159,109.2512,126.7282
3/11/2016,6.4985,108.6966,126.4172
3/14/2016,6.495,109.283,126.3872
3/15/2016,6.5105,109.4681,126.19
3/16/2016,6.521,109.8196,126.3205
3/17/2016,6.493,107.1871,125.4555
3/18/2016,6.4727,107.2722,125.5924
3/21/2016,6.4858,107.7226,125.609
3/22/2016,6.4926,107.9852,125.6205
3/23/2016,6.4969,108.7835,125.7694
3/24/2016,6.5126,108.9964,125.8784
3/25/2016,6.5154,109.0494,125.8054
3/28/2016,6.516,108.5774,125.6984
3/29/2016,6.5115,108.5022,125.8414
3/30/2016,6.478,107.2928,125.4402
3/31/2016,6.4676,107.0344,125.6437
4/1/2016,6.4644,107.3427,125.7125
4/5/2016,6.4732,107.552,125.6998
4/6/2016,6.482,106.9631,125.6923
4/7/2016,6.4729,107.2368,125.783
4/8/2016,6.4753,106.774,125.7576
4/11/2016,6.47,106.3757,125.6393
4/12/2016,6.4592,106.2211,125.4886
4/13/2016,6.4678,106.7844,125.6678
4/14/2016,6.4875,107.0069,125.8466
4/15/2016,6.4816,106.821,125.8629
4/18/2016,6.4803,106.5562,125.9023
4/19/2016,6.4722,105.8771,125.7529
4/20/2016,6.4693,106.0658,125.7524
4/21/2016,6.4793,106.458,125.9133
4/22/2016,6.493,106.858,126.0321
4/25/2016,6.4969,106.5894,126.1424
4/26/2016,6.4935,106.1709,126.046
4/27/2016,6.4935,106.3171,125.9865
4/28/2016,6.4818,105.6887,125.8292
4/29/2016,6.4855,104.9916,125.4369
5/3/2016,6.4743,105.0874,124.8856
5/4/2016,6.5,105.818,125.3927
5/5/2016,6.5068,106.1288,125.4634
5/6/2016,6.5023,106.225,125.4457
5/9/2016,6.5068,106.735,125.6283
5/10/2016,6.5155,106.792,125.6505
5/11/2016,6.512,106.1312,125.6158
5/12/2016,6.5122,106.5096,125.374
5/13/2016,6.5202,107.196,125.4261
5/16/2016,6.5209,106.8778,125.4436
5/17/2016,6.5227,106.7666,125.3196
5/18/2016,6.5353,107.129,125.4341
5/19/2016,6.544,107.9048,125.5941
5/20/2016,6.5433,108.1646,125.5531
5/23/2016,6.5519,108.1934,125.5082
5/24/2016,6.5567,108.2103,125.623
5/25/2016,6.562,108.0662,125.541
5/26/2016,6.5619,107.6295,125.2124
5/27/2016,6.5597,107.9054,125.1986
5/30/2016,6.5825,105.9664,125.1751
5/31/2016,6.5846,108.3531,125.0144
6/1/2016,6.5821,108.1497,124.7912
6/2/2016,6.5792,108.0505,124.5521
6/3/2016,6.5855,106.6392,124.4857
6/6/2016,6.5648,106.4058,123.7178
6/7/2016,6.572,106.0961,123.6949
6/8/2016,6.5703,105.5757,123.5959
6/13/2016,6.5863,106.5032,123.6682
6/14/2016,6.5905,106.9566,123.61
6/15/2016,6.5883,106.944,123.5716
6/16/2016,6.584,107.4447,123.1298
6/17/2016,6.591,106.4778,122.9789
6/20/2016,6.5792,105.7454,122.5636
6/21/2016,6.5799,106.0073,122.456
6/22/2016,6.5807,105.8996,122.6467
6/23/2016,6.5778,105.4389,122.4338
6/24/2016,6.6148,107.4426,122.2867
6/27/2016,6.6393,108.5203,122.1859
6/28/2016,6.6487,108.5221,122.0045
6/29/2016,6.6464,107.8057,122.0225
6/30/2016,6.6433,108.431,122.05
7/1/2016,6.6582,107.6099,123.5472
7/4/2016,6.6636,105.6588,123.5298
7/5/2016,6.6695,108.1238,123.2066
7/6/2016,6.69,108.2692,123.0583
7/7/2016,6.683,108.2287,123.0612
7/8/2016,6.6881,108.5223,123.0148
7/11/2016,6.6879,108.8607,123.476
7/12/2016,6.685,108.525,123.2602
7/13/2016,6.6922,108.1988,123.3679
7/14/2016,6.6871,108.1234,123.2759
7/15/2016,6.6804,108.6577,123.2869
7/18/2016,6.6987,108.5696,123.308
7/19/2016,6.6893,109.1318,123.554
7/20/2016,6.678,109.2168,124.1386
7/21/2016,6.6783,109.0956,124.0748
7/22/2016,6.6704,109.752,124.2789
7/25/2016,6.6799,109.7361,124.5032
7/26/2016,6.6766,109.5228,124.2803
7/27/2016,6.6697,109.7235,124.6041
7/28/2016,6.6566,108.9367,124.3461
7/29/2016,6.6548,107.7836,124.4322
8/1/2016,6.639,107.9359,124.1209
8/2/2016,6.6389,107.3854,124.1197
8/3/2016,6.6308,107.6837,124.1297
8/4/2016,6.6392,107.8231,124.1401
8/5/2016,6.6452,108.5925,123.8644
8/8/2016,6.6624,108.707,123.9358
8/9/2016,6.6619,108.4061,123.9749
8/10/2016,6.643,107.8964,123.9081
8/11/2016,6.6415,107.8164,123.9069
8/12/2016,6.6446,107.6469,124.0175
8/15/2016,6.6406,107.5355,123.79
8/16/2016,6.626,106.8073,123.6055
8/17/2016,6.631,106.9617,123.5819
8/18/2016,6.6322,106.2319,123.2073
8/19/2016,6.65,106.6375,123.256
8/22/2016,6.6578,106.7819,123.2788
8/23/2016,6.6416,106.6631,123.3496
8/24/2016,6.651,106.9692,123.3166
